O*NET-SOC Code,Title,Workplace Example,Element ID,Element Name,Hot Technology,In Demand
19-1013.00,Soil and Plant Scientists,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,Y
19-1013.00,Soil and Plant Scientists,Microsoft Office software,2.E.1.k,Office suite software,Y,Y
19-1013.00,Soil and Plant Scientists,Microsoft PowerPoint,2.E.4.f,Presentation software,Y,N
19-1013.00,Soil and Plant Scientists,Microsoft Word,2.E.4.d,Word processing software,Y,N
19-1013.00,Soil and Plant Scientists,National Resources Conservation Service NRCS PEDON Description Program PDP,2.E.6.f,Data base user interface and query software,N,N
19-1013.00,Soil and Plant Scientists,National Resources Conservation Service NRCS Soils Explorer,2.E.6.f,Data base user interface and query software,N,N
19-1013.00,Soil and Plant Scientists,National Soil Information System NASIS,2.E.6.f,Data base user interface and query software,N,N
19-1013.00,Soil and Plant Scientists,PC-Progress HYDRUS,2.E.9.d,Analytical or scientific software,N,N
19-1013.00,Soil and Plant Scientists,PedonCE,2.E.6.f,Data base user interface and query software,N,N
19-1013.00,Soil and Plant Scientists,R,2.E.7.e,Object or component oriented development software,Y,N
19-1013.00,Soil and Plant Scientists,SAS,2.E.9.d,Analytical or scientific software,Y,N
19-1013.00,Soil and Plant Scientists,SGeMS,2.E.9.d,Analytical or scientific software,N,N
19-1013.00,Soil and Plant Scientists,Soil information databases,2.E.6.f,Data base user interface and query software,N,N
19-1013.00,Soil and Plant Scientists,SoilVision Systems SVOFFICE,2.E.6.f,Data base user interface and query software,N,N
19-1013.00,Soil and Plant Scientists,SPAW,2.E.9.d,Analytical or scientific software,N,N
19-1013.00,Soil and Plant Scientists,STATISTICA,2.E.9.d,Analytical or scientific software,N,N
19-1013.00,Soil and Plant Scientists,UNSATFLOW,2.E.9.d,Analytical or scientific software,N,N
19-1013.00,Soil and Plant Scientists,Variogram Estimation and Spatial Prediction plus Error Vesper,2.E.9.d,Analytical or scientific software,N,N
19-1013.00,Soil and Plant Scientists,Water Erosion Prediction Project WEPP,2.E.9.d,Analytical or scientific software,N,N
19-1021.00,Biochemists and Biophysicists,3D graphics software,2.E.4.b,Graphics or photo imaging software,N,N
19-1021.00,Biochemists and Biophysicists,Accelrys Cerius2,2.E.9.d,Analytical or scientific software,N,N
19-1021.00,Biochemists and Biophysicists,Accelrys FELIX,2.E.9.d,Analytical or scientific software,N,N
19-1021.00,Biochemists and Biophysicists,Accelrys Insight II,2.E.9.c,Computer aided design CAD software,N,N
19-1021.00,Biochemists and Biophysicists,Accelrys QAUNTA,2.E.9.d,Analytical or scientific software,N,N
19-1021.00,Biochemists and Biophysicists,Adobe Photoshop,2.E.4.b,Graphics or photo imaging software,Y,N
19-1021.00,Biochemists and Biophysicists,Analysis and building software,2.E.9.d,Analytical or scientific software,N,N
19-1021.00,Biochemists and Biophysicists,Assisted model building with energy refinement AMBER,2.E.9.d,Analytical or scientific software,N,N
19-1021.00,Biochemists and Biophysicists,AutoQuant AutoDeblur,2.E.4.b,Graphics or photo imaging software,N,N
19-1021.00,Biochemists and Biophysicists,Basic Local Alignment Search Tool BLAST,2.E.9.d,Analytical or scientific software,N,N
19-1021.00,Biochemists and Biophysicists,Carrier-mediated transport software,2.E.9.d,Analytical or scientific software,N,N
19-1021.00,Biochemists and Biophysicists,Chang Bioscience ToolKit,2.E.9.d,Analytical or scientific software,N,N
19-1021.00,Biochemists and Biophysicists,ChemInnovation Software Chem 4-D,2.E.9.c,Computer aided design CAD software,N,N
19-1021.00,Biochemists and Biophysicists,Chemistry at Harvard Molecular Mechanics CHARMm,2.E.9.d,Analytical or scientific software,N,N
19-1021.00,Biochemists and Biophysicists,Crystallography & NMR System (CNS),2.E.9.d,Analytical or scientific software,N,N
19-1021.00,Biochemists and Biophysicists,Crystallography software,2.E.9.d,Analytical or scientific software,N,N
19-1021.00,Biochemists and Biophysicists,Dassault Systemes Abaqus,2.E.9.d,Analytical or scientific software,N,N
19-1021.00,Biochemists and Biophysicists,Docking and ligand binding software,2.E.9.d,Analytical or scientific software,N,N
19-1021.00,Biochemists and Biophysicists,Electronic lab notebook software,2.E.9.d,Analytical or scientific software,N,Y
19-1021.00,Biochemists and Biophysicists,Elsevier MDL ISIS/Draw,2.E.4.b,Graphics or photo imaging software,N,N
19-1021.00,Biochemists and Biophysicists,Email software,2.E.16.a,Electronic mail software,N,N
19-1021.00,Biochemists and Biophysicists,ESRI What if?,2.E.8.h,Geographic information system,N,N
19-1021.00,Biochemists and Biophysicists,Expression DNA and protein sequence software,2.E.9.d,Analytical or scientific software,N,N
19-1021.00,Biochemists and Biophysicists,Extensible markup language XML,2.E.7.c,Enterprise application integration software,Y,N
19-1021.00,Biochemists and Biophysicists,Fujitsu BioMedCache,2.E.9.d,Analytical or scientific software,N,N
19-1021.00,Biochemists and Biophysicists,Fujitsu MOPAC,2.E.9.d,Analytical or scientific software,N,N
19-1021.00,Biochemists and Biophysicists,Gaussian software,2.E.9.d,Analytical or scientific software,N,N
19-1021.00,Biochemists and Biophysicists,GE Healthcare ImageQuant TL,2.E.4.b,Graphics or photo imaging software,N,N
19-1021.00,Biochemists and Biophysicists,Genetics computer group GSG software,2.E.9.d,Analytical or scientific software,N,N
19-1021.00,Biochemists and Biophysicists,GEPASI,2.E.9.d,Analytical or scientific software,N,N
19-1021.00,Biochemists and Biophysicists,Golden Helix ChemTree,2.E.6.g,Data mining software,N,N
19-1021.00,Biochemists and Biophysicists,Golden Helix HelixTree,2.E.6.g,Data mining software,N,N
19-1021.00,Biochemists and Biophysicists,Graphics software,2.E.4.b,Graphics or photo imaging software,N,N
19-1021.00,Biochemists and Biophysicists,Hodgkin-Huxley Model software,2.E.9.d,Analytical or scientific software,N,N
19-1021.00,Biochemists and Biophysicists,IBM SPSS Statistics,2.E.9.d,Analytical or scientific software,Y,N
19-1021.00,Biochemists and Biophysicists,Intelligent Imaging Innovations SlideBook,2.E.4.b,Graphics or photo imaging software,N,N
19-1021.00,Biochemists and Biophysicists,ItemTracker,2.E.1.f,Inventory management software,N,N
19-1021.00,Biochemists and Biophysicists,JustBio SeqPainter,2.E.4.b,Graphics or photo imaging software,N,N
19-1021.00,Biochemists and Biophysicists,Laboratory information management system LIMS,2.E.9.d,Analytical or scientific software,N,N
19-1021.00,Biochemists and Biophysicists,Linux,2.E.13.c,Operating system software,Y,N
19-1021.00,Biochemists and Biophysicists,Macroscopic diffusion software,2.E.9.d,Analytical or scientific software,N,N
19-1021.00,Biochemists and Biophysicists,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,Y
19-1021.00,Biochemists and Biophysicists,Microsoft Office software,2.E.1.k,Office suite software,Y,Y
19-1021.00,Biochemists and Biophysicists,Microsoft Outlook,2.E.16.a,Electronic mail software,Y,N
19-1021.00,Biochemists and Biophysicists,Microsoft PowerPoint,2.E.4.f,Presentation software,Y,Y
19-1021.00,Biochemists and Biophysicists,Microsoft Visio,2.E.1.p,Process mapping and design software,Y,N
19-1021.00,Biochemists and Biophysicists,Microsoft Word,2.E.4.d,Word processing software,Y,N
19-1021.00,Biochemists and Biophysicists,Minitab,2.E.9.d,Analytical or scientific software,N,N
19-1021.00,Biochemists and Biophysicists,Molecular Devices Corporation MetaFluor,2.E.4.b,Graphics or photo imaging software,N,N
19-1021.00,Biochemists and Biophysicists,Molecular Devices Corporation MetaMorph,2.E.4.b,Graphics or photo imaging software,N,N
19-1021.00,Biochemists and Biophysicists,Molecular Networks GmbH Biochemical Pathways,2.E.6.h,Information retrieval or search software,N,N
19-1021.00,Biochemists and Biophysicists,Molecular simulation software,2.E.9.d,Analytical or scientific software,N,N
19-1021.00,Biochemists and Biophysicists,Molecular Simulations WebLab ViewerPro,2.E.4.b,Graphics or photo imaging software,N,N
19-1021.00,Biochemists and Biophysicists,Multivariate statistical program MVSP software,2.E.9.d,Analytical or scientific software,N,N
19-1021.00,Biochemists and Biophysicists,Perl,2.E.7.e,Object or component oriented development software,Y,N
19-1021.00,Biochemists and Biophysicists,PREMIER Biosoft Array Designer,2.E.9.d,Analytical or scientific software,N,N
19-1021.00,Biochemists and Biophysicists,Python,2.E.7.e,Object or component oriented development software,Y,N
19-1021.00,Biochemists and Biophysicists,R,2.E.7.e,Object or component oriented development software,Y,N
19-1021.00,Biochemists and Biophysicists,SAP software,2.E.2.b,Enterprise resource planning ERP software,Y,N
19-1021.00,Biochemists and Biophysicists,SAS,2.E.9.d,Analytical or scientific software,Y,N
19-1021.00,Biochemists and Biophysicists,Semichem AMPAC,2.E.9.d,Analytical or scientific software,N,N
19-1021.00,Biochemists and Biophysicists,Sequence database software,2.E.6.f,Data base user interface and query software,N,N
19-1021.00,Biochemists and Biophysicists,Shrodinger Jaguar,2.E.9.d,Analytical or scientific software,N,N
19-1021.00,Biochemists and Biophysicists,Statistical software,2.E.9.d,Analytical or scientific software,N,N
19-1021.00,Biochemists and Biophysicists,Structure prediction software,2.E.9.d,Analytical or scientific software,N,N
19-1021.00,Biochemists and Biophysicists,The MathWorks MATLAB,2.E.9.d,Analytical or scientific software,Y,N
19-1021.00,Biochemists and Biophysicists,Tripos SYBYL,2.E.9.d,Analytical or scientific software,N,N
19-1021.00,Biochemists and Biophysicists,Video analysis software,2.E.9.d,Analytical or scientific software,N,N
19-1021.00,Biochemists and Biophysicists,Voltage-gated ion channels software,2.E.9.d,Analytical or scientific software,N,N
19-1021.00,Biochemists and Biophysicists,Wavefunction Spartan,2.E.9.d,Analytical or scientific software,N,N
19-1021.00,Biochemists and Biophysicists,Wavefunction Titan,2.E.9.d,Analytical or scientific software,N,N
19-1021.00,Biochemists and Biophysicists,Yet another scientific artificial reality application YASARA software,2.E.9.d,Analytical or scientific software,N,N
19-1022.00,Microbiologists,Assistant Software for Antimicrobial Susceptibility Interpretation ASASI,2.E.9.d,Analytical or scientific software,N,N
19-1022.00,Microbiologists,Basic Local Alignment Search Tool BLAST,2.E.9.d,Analytical or scientific software,N,N
19-1022.00,Microbiologists,BD Biosciences CellQuest,2.E.9.d,Analytical or scientific software,N,N
19-1022.00,Microbiologists,BD Biosciences CloneCyt,2.E.9.d,Analytical or scientific software,N,N
19-1022.00,Microbiologists,Bruker Optics OPUS,2.E.9.d,Analytical or scientific software,N,N
19-1022.00,Microbiologists,BtB Software Mycobacteriology Lab,2.E.9.d,Analytical or scientific software,N,N
19-1022.00,Microbiologists,Codon Usage Database,2.E.9.d,Analytical or scientific software,N,N
19-1022.00,Microbiologists,ComBase,2.E.6.h,Information retrieval or search software,N,N
19-1022.00,Microbiologists,Computer Service & Support CLS-2000 Laboratory System,2.E.9.i,Medical software,N,N
19-1022.00,Microbiologists,Computing Solutions LabSoft LIMS Micro,2.E.9.d,Analytical or scientific software,N,N
19-1022.00,Microbiologists,Database management software,2.E.6.f,Data base user interface and query software,N,N
19-1022.00,Microbiologists,DM2 Bills of Lading,2.E.9.d,Analytical or scientific software,N,N
19-1022.00,Microbiologists,Email software,2.E.16.a,Electronic mail software,N,N
19-1022.00,Microbiologists,FindTarget,2.E.9.d,Analytical or scientific software,N,N
19-1022.00,Microbiologists,FramePlot,2.E.9.d,Analytical or scientific software,N,N
19-1022.00,Microbiologists,Gene Finder,2.E.9.d,Analytical or scientific software,N,N
19-1022.00,Microbiologists,Gene recognition software,2.E.9.d,Analytical or scientific software,N,N
19-1022.00,Microbiologists,Genie Interactive,2.E.9.d,Analytical or scientific software,N,N
19-1022.00,Microbiologists,Image capture and analysis software,2.E.9.d,Analytical or scientific software,N,N
19-1022.00,Microbiologists,Laboratory information management system LIMS,2.E.9.d,Analytical or scientific software,N,N
19-1022.00,Microbiologists,Microsoft Access,2.E.6.f,Data base user interface and query software,Y,N
19-1022.00,Microbiologists,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,Y
19-1022.00,Microbiologists,Microsoft Office software,2.E.1.k,Office suite software,Y,Y
19-1022.00,Microbiologists,Microsoft Outlook,2.E.16.a,Electronic mail software,Y,N
19-1022.00,Microbiologists,Microsoft PowerPoint,2.E.4.f,Presentation software,Y,Y
19-1022.00,Microbiologists,Microsoft Windows,2.E.13.c,Operating system software,Y,N
19-1022.00,Microbiologists,Microsoft Word,2.E.4.d,Word processing software,Y,Y
19-1022.00,Microbiologists,NetLims AutoLims,2.E.9.d,Analytical or scientific software,N,N
19-1022.00,Microbiologists,Orchard Software Orchard Harvest LIS,2.E.9.i,Medical software,N,N
19-1022.00,Microbiologists,Pathogen Modeling Program PMP,2.E.9.d,Analytical or scientific software,N,N
19-1022.00,Microbiologists,PHYLIP,2.E.9.d,Analytical or scientific software,N,N
19-1022.00,Microbiologists,PIBWin,2.E.9.d,Analytical or scientific software,N,N
19-1022.00,Microbiologists,PredictProtein,2.E.9.d,Analytical or scientific software,N,N
19-1022.00,Microbiologists,Proscan,2.E.9.d,Analytical or scientific software,N,N
19-1022.00,Microbiologists,Protein databases,2.E.9.d,Analytical or scientific software,N,N
19-1022.00,Microbiologists,Protein Explorer,2.E.9.d,Analytical or scientific software,N,N
19-1022.00,Microbiologists,ProtScale,2.E.9.d,Analytical or scientific software,N,N
19-1022.00,Microbiologists,SAP software,2.E.2.b,Enterprise resource planning ERP software,Y,N
19-1022.00,Microbiologists,STARLIMS,2.E.9.d,Analytical or scientific software,N,N
19-1022.00,Microbiologists,Statistical software,2.E.9.d,Analytical or scientific software,N,N
19-1022.00,Microbiologists,TreeView,2.E.9.d,Analytical or scientific software,N,N
19-1022.00,Microbiologists,Verity Software House ModFit LT,2.E.9.d,Analytical or scientific software,N,N
19-1022.00,Microbiologists,Web browser software,2.E.10.e,Internet browser software,N,N
19-1022.00,Microbiologists,WHONET,2.E.6.f,Data base user interface and query software,N,N
19-1023.00,Zoologists and Wildlife Biologists,Computer modeling software,2.E.9.d,Analytical or scientific software,N,N
19-1023.00,Zoologists and Wildlife Biologists,Corel WordPerfect Office Suite,2.E.1.k,Office suite software,N,N
19-1023.00,Zoologists and Wildlife Biologists,Database management software,2.E.6.f,Data base user interface and query software,N,N
19-1023.00,Zoologists and Wildlife Biologists,Email software,2.E.16.a,Electronic mail software,N,N
19-1023.00,Zoologists and Wildlife Biologists,ESRI ArcGIS software,2.E.8.h,Geographic information system,Y,Y
19-1023.00,Zoologists and Wildlife Biologists,ESRI ArcView,2.E.8.h,Geographic information system,N,N
19-1023.00,Zoologists and Wildlife Biologists,Geographic information system GIS software,2.E.8.h,Geographic information system,N,N
19-1023.00,Zoologists and Wildlife Biologists,Geographic information system GIS systems,2.E.8.h,Geographic information system,N,N
19-1023.00,Zoologists and Wildlife Biologists,Global positioning system GPS software,2.E.16.h,Mobile location based services software,N,N
19-1023.00,Zoologists and Wildlife Biologists,HATPRO,2.E.9.d,Analytical or scientific software,N,N
19-1023.00,Zoologists and Wildlife Biologists,IBM Lotus 1-2-3,2.E.4.i,Spreadsheet software,N,N
19-1023.00,Zoologists and Wildlife Biologists,Microsoft Access,2.E.6.f,Data base user interface and query software,Y,N
19-1023.00,Zoologists and Wildlife Biologists,Microsoft Active Server Pages ASP,2.E.7.h,Web platform development software,Y,N
19-1023.00,Zoologists and Wildlife Biologists,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,Y
19-1023.00,Zoologists and Wildlife Biologists,Microsoft Office software,2.E.1.k,Office suite software,Y,Y
19-1023.00,Zoologists and Wildlife Biologists,Microsoft Outlook,2.E.16.a,Electronic mail software,Y,Y
19-1023.00,Zoologists and Wildlife Biologists,Microsoft PowerPoint,2.E.4.f,Presentation software,Y,Y
19-1023.00,Zoologists and Wildlife Biologists,Microsoft Project,2.E.1.e,Project management software,Y,N
19-1023.00,Zoologists and Wildlife Biologists,Microsoft Word,2.E.4.d,Word processing software,Y,Y
19-1023.00,Zoologists and Wildlife Biologists,Python,2.E.7.e,Object or component oriented development software,Y,N
19-1023.00,Zoologists and Wildlife Biologists,R,2.E.7.e,Object or component oriented development software,Y,N
19-1023.00,Zoologists and Wildlife Biologists,Relational database software,2.E.6.f,Data base user interface and query software,N,N
19-1023.00,Zoologists and Wildlife Biologists,Salesforce software,2.E.6.c,Customer relationship management CRM software,Y,N
19-1023.00,Zoologists and Wildlife Biologists,SAS,2.E.9.d,Analytical or scientific software,Y,N
19-1023.00,Zoologists and Wildlife Biologists,Statistical software,2.E.9.d,Analytical or scientific software,N,N
19-1023.00,Zoologists and Wildlife Biologists,Web browser software,2.E.10.e,Internet browser software,N,N
19-1029.01,Bioinformatics Scientists,Accelrys Pipeline Pilot,2.E.9.d,Analytical or scientific software,N,N
19-1029.01,Bioinformatics Scientists,Amazon Web Services AWS software,2.E.6.f,Data base user interface and query software,Y,Y
19-1029.01,Bioinformatics Scientists,Apache Accumulo,2.E.6.f,Data base user interface and query software,N,N
19-1029.01,Bioinformatics Scientists,Apache Groovy,2.E.7.e,Object or component oriented development software,N,N
19-1029.01,Bioinformatics Scientists,Apache Hadoop,2.E.6.d,Data base management system software,Y,N
19-1029.01,Bioinformatics Scientists,Apache HTTP Server,2.E.6.k,Portal server software,N,N
19-1029.01,Bioinformatics Scientists,Bash,2.E.13.c,Operating system software,Y,Y
19-1029.01,Bioinformatics Scientists,Bioconductor,2.E.9.d,Analytical or scientific software,N,N
19-1029.01,Bioinformatics Scientists,Bioconductor software,2.E.6.f,Data base user interface and query software,N,Y
19-1029.01,Bioinformatics Scientists,Biomatters Geneious,2.E.9.d,Analytical or scientific software,N,N
19-1029.01,Bioinformatics Scientists,BioPerl,2.E.9.d,Analytical or scientific software,N,N
19-1029.01,Bioinformatics Scientists,BLAT,2.E.9.d,Analytical or scientific software,N,N
19-1029.01,Bioinformatics Scientists,Bowtie,2.E.9.d,Analytical or scientific software,N,N
19-1029.01,Bioinformatics Scientists,BWA,2.E.9.d,Analytical or scientific software,N,N
19-1029.01,Bioinformatics Scientists,C,2.E.7.b,Development environment software,Y,Y
19-1029.01,Bioinformatics Scientists,C#,2.E.7.e,Object or component oriented development software,Y,N
19-1029.01,Bioinformatics Scientists,C++,2.E.7.e,Object or component oriented development software,Y,Y
19-1029.01,Bioinformatics Scientists,Canu,2.E.9.d,Analytical or scientific software,N,N
19-1029.01,Bioinformatics Scientists,ClustalW,2.E.9.d,Analytical or scientific software,N,N
19-1029.01,Bioinformatics Scientists,Cufflinks,2.E.9.d,Analytical or scientific software,N,N
19-1029.01,Bioinformatics Scientists,Cytel StatXact,2.E.9.d,Analytical or scientific software,N,N
19-1029.01,Bioinformatics Scientists,Data visualization software,2.E.9.d,Analytical or scientific software,N,N
19-1029.01,Bioinformatics Scientists,dbSNP,2.E.9.d,Analytical or scientific software,N,N
19-1029.01,Bioinformatics Scientists,Django,2.E.7.h,Web platform development software,Y,N
19-1029.01,Bioinformatics Scientists,DNA sequencing software,2.E.9.d,Analytical or scientific software,N,N
19-1029.01,Bioinformatics Scientists,Docker,2.E.10.a,Application server software,Y,Y
19-1029.01,Bioinformatics Scientists,ENSEMBL,2.E.9.d,Analytical or scientific software,N,N
19-1029.01,Bioinformatics Scientists,Extensible markup language XML,2.E.7.c,Enterprise application integration software,Y,N
19-1029.01,Bioinformatics Scientists,Formula translation/translator FORTRAN,2.E.7.b,Development environment software,N,N
19-1029.01,Bioinformatics Scientists,GenBank,2.E.9.d,Analytical or scientific software,N,N
19-1029.01,Bioinformatics Scientists,Genedata Expressionist,2.E.9.d,Analytical or scientific software,N,N
19-1029.01,Bioinformatics Scientists,GenePattern,2.E.9.d,Analytical or scientific software,N,N
19-1029.01,Bioinformatics Scientists,Genome Analysis Toolkit GATK,2.E.9.d,Analytical or scientific software,N,N
19-1029.01,Bioinformatics Scientists,Git,2.E.5.c,File versioning software,Y,Y
19-1029.01,Bioinformatics Scientists,GitHub,2.E.10.a,Application server software,Y,Y
19-1029.01,Bioinformatics Scientists,Hypertext markup language HTML,2.E.7.h,Web platform development software,Y,N
19-1029.01,Bioinformatics Scientists,IBM SPSS Statistics,2.E.9.d,Analytical or scientific software,Y,N
19-1029.01,Bioinformatics Scientists,Illumina Laboratory Information Management System LIMS,2.E.9.d,Analytical or scientific software,N,N
19-1029.01,Bioinformatics Scientists,JavaScript,2.E.7.h,Web platform development software,Y,N
19-1029.01,Bioinformatics Scientists,JavaScript Object Notation JSON,2.E.7.h,Web platform development software,Y,N
19-1029.01,Bioinformatics Scientists,jQuery,2.E.7.e,Object or component oriented development software,Y,N
19-1029.01,Bioinformatics Scientists,Life Technologies SOLiD,2.E.9.d,Analytical or scientific software,N,N
19-1029.01,Bioinformatics Scientists,Life Technologies Vector NTI,2.E.9.d,Analytical or scientific software,N,N
19-1029.01,Bioinformatics Scientists,Linux,2.E.13.c,Operating system software,Y,Y
19-1029.01,Bioinformatics Scientists,Microsoft Access,2.E.6.f,Data base user interface and query software,Y,N
19-1029.01,Bioinformatics Scientists,Microsoft Active Server Pages ASP,2.E.7.h,Web platform development software,Y,N
19-1029.01,Bioinformatics Scientists,Microsoft Azure software,2.E.7.b,Development environment software,Y,N
19-1029.01,Bioinformatics Scientists,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,N
19-1029.01,Bioinformatics Scientists,Microsoft Office software,2.E.1.k,Office suite software,Y,N
19-1029.01,Bioinformatics Scientists,Microsoft PowerPoint,2.E.4.f,Presentation software,Y,N
19-1029.01,Bioinformatics Scientists,Microsoft SharePoint,2.E.5.b,Document management software,Y,N
19-1029.01,Bioinformatics Scientists,Microsoft SQL Server,2.E.6.d,Data base management system software,Y,N
19-1029.01,Bioinformatics Scientists,Microsoft SQL Server Reporting Services SSRS,2.E.7.e,Object or component oriented development software,Y,N
19-1029.01,Bioinformatics Scientists,Microsoft Visual Basic for Applications VBA,2.E.7.b,Development environment software,Y,N
19-1029.01,Bioinformatics Scientists,Microsoft Visual Studio,2.E.7.b,Development environment software,Y,N
19-1029.01,Bioinformatics Scientists,MySQL,2.E.6.d,Data base management system software,Y,N
19-1029.01,Bioinformatics Scientists,NCBI RefSeq,2.E.9.d,Analytical or scientific software,N,N
19-1029.01,Bioinformatics Scientists,NoSQL,2.E.6.d,Data base management system software,Y,N
19-1029.01,Bioinformatics Scientists,Object oriented development environment software,2.E.7.e,Object or component oriented development software,N,N
19-1029.01,Bioinformatics Scientists,Oracle Database,2.E.6.f,Data base user interface and query software,Y,N
19-1029.01,Bioinformatics Scientists,Oracle Java,2.E.7.e,Object or component oriented development software,Y,Y
19-1029.01,Bioinformatics Scientists,Oracle JavaServer Pages JSP,2.E.7.h,Web platform development software,N,N
19-1029.01,Bioinformatics Scientists,Oracle PL/SQL,2.E.6.d,Data base management system software,Y,N
19-1029.01,Bioinformatics Scientists,Perl,2.E.7.e,Object or component oriented development software,Y,Y
19-1029.01,Bioinformatics Scientists,PHP,2.E.7.h,Web platform development software,Y,N
19-1029.01,Bioinformatics Scientists,PostgreSQL,2.E.6.j,Object oriented data base management software,Y,N
19-1029.01,Bioinformatics Scientists,Primer3,2.E.9.d,Analytical or scientific software,N,N
19-1029.01,Bioinformatics Scientists,Public genomic databases,2.E.9.d,Analytical or scientific software,N,N
19-1029.01,Bioinformatics Scientists,Python,2.E.7.e,Object or component oriented development software,Y,Y
19-1029.01,Bioinformatics Scientists,R,2.E.7.e,Object or component oriented development software,Y,Y
19-1029.01,Bioinformatics Scientists,Relational database management software,2.E.6.d,Data base management system software,N,N
19-1029.01,Bioinformatics Scientists,RNA sequencing software,2.E.9.d,Analytical or scientific software,N,N
19-1029.01,Bioinformatics Scientists,Roche 454 Life Sciences GS Data Analysis,2.E.9.d,Analytical or scientific software,N,N
19-1029.01,Bioinformatics Scientists,Ruby,2.E.7.b,Development environment software,Y,N
19-1029.01,Bioinformatics Scientists,Salesforce software,2.E.6.c,Customer relationship management CRM software,Y,N
19-1029.01,Bioinformatics Scientists,SAP software,2.E.2.b,Enterprise resource planning ERP software,Y,N
19-1029.01,Bioinformatics Scientists,SAS,2.E.9.d,Analytical or scientific software,Y,N
19-1029.01,Bioinformatics Scientists,Scala,2.E.7.e,Object or component oriented development software,Y,N
19-1029.01,Bioinformatics Scientists,Shell script,2.E.13.c,Operating system software,Y,N
19-1029.01,Bioinformatics Scientists,Snakemake,2.E.9.d,Analytical or scientific software,N,Y
19-1029.01,Bioinformatics Scientists,Software development tools,2.E.7.b,Development environment software,N,N
19-1029.01,Bioinformatics Scientists,StataCorp Stata,2.E.9.d,Analytical or scientific software,N,N
19-1029.01,Bioinformatics Scientists,Structured query language SQL,2.E.6.f,Data base user interface and query software,Y,Y
19-1029.01,Bioinformatics Scientists,Tableau,2.E.6.m,Business intelligence and data analysis software,Y,N
19-1029.01,Bioinformatics Scientists,Teradata software,2.E.6.f,Data base user interface and query software,N,N
19-1029.01,Bioinformatics Scientists,The MathWorks MATLAB,2.E.9.d,Analytical or scientific software,Y,Y
19-1029.01,Bioinformatics Scientists,Tibco S-PLUS,2.E.9.d,Analytical or scientific software,N,N
19-1029.01,Bioinformatics Scientists,TIBCO Spotfire S+,2.E.6.m,Business intelligence and data analysis software,N,N
19-1029.01,Bioinformatics Scientists,TopHat,2.E.9.d,Analytical or scientific software,N,N
19-1029.01,Bioinformatics Scientists,UNIX,2.E.13.c,Operating system software,Y,Y
19-1029.01,Bioinformatics Scientists,User interface design software,2.E.7.f,Program testing software,N,N
19-1029.01,Bioinformatics Scientists,Velvet,2.E.9.d,Analytical or scientific software,N,N
19-1029.01,Bioinformatics Scientists,Web browser software,2.E.10.e,Internet browser software,N,N
19-1029.02,Molecular and Cellular Biologists,AcaClone pDRAW32,2.E.9.d,Analytical or scientific software,N,N
19-1029.02,Molecular and Cellular Biologists,Adobe Illustrator,2.E.4.b,Graphics or photo imaging software,Y,N
19-1029.02,Molecular and Cellular Biologists,Agilent CGH Analytics,2.E.9.d,Analytical or scientific software,N,N
19-1029.02,Molecular and Cellular Biologists,Agilent Technologies GeneSpring GX,2.E.9.d,Analytical or scientific software,N,N
19-1029.02,Molecular and Cellular Biologists,Basic Local Alignment Search Tool BLAST,2.E.9.d,Analytical or scientific software,N,N
19-1029.02,Molecular and Cellular Biologists,Blast Output Browser BOB,2.E.9.d,Analytical or scientific software,N,N
19-1029.02,Molecular and Cellular Biologists,C++,2.E.7.e,Object or component oriented development software,Y,N
19-1029.02,Molecular and Cellular Biologists,ClustalW,2.E.9.d,Analytical or scientific software,N,N
19-1029.02,Molecular and Cellular Biologists,Corel CorelDraw Graphics Suite,2.E.4.b,Graphics or photo imaging software,N,N
19-1029.02,Molecular and Cellular Biologists,Corel WordPerfect Office Suite,2.E.1.k,Office suite software,N,N
19-1029.02,Molecular and Cellular Biologists,CRI-MAP,2.E.9.d,Analytical or scientific software,N,N
19-1029.02,Molecular and Cellular Biologists,Delila,2.E.9.d,Analytical or scientific software,N,N
19-1029.02,Molecular and Cellular Biologists,Deoxyribonucleic acid DNA libraries,2.E.6.f,Data base user interface and query software,N,N
19-1029.02,Molecular and Cellular Biologists,EnzymeX,2.E.9.d,Analytical or scientific software,N,N
19-1029.02,Molecular and Cellular Biologists,FASTA,2.E.9.d,Analytical or scientific software,N,N
19-1029.02,Molecular and Cellular Biologists,FASTLINK,2.E.9.d,Analytical or scientific software,N,N
19-1029.02,Molecular and Cellular Biologists,Gene Recognition and Assembly Internet Link GRAIL,2.E.9.d,Analytical or scientific software,N,N
19-1029.02,Molecular and Cellular Biologists,Genotyping software,2.E.9.d,Analytical or scientific software,N,N
19-1029.02,Molecular and Cellular Biologists,Geospiza GeneSifter,2.E.9.d,Analytical or scientific software,N,N
19-1029.02,Molecular and Cellular Biologists,Git,2.E.5.c,File versioning software,Y,N
19-1029.02,Molecular and Cellular Biologists,GraphPad Software GraphPad Prism,2.E.9.d,Analytical or scientific software,N,N
19-1029.02,Molecular and Cellular Biologists,Laboratory information management system LIMS,2.E.9.d,Analytical or scientific software,N,N
