O*NET-SOC Code,Title,Element ID,Element Name,Scale ID,Scale Name,Data Value,N,Standard Error,Lower CI Bound,Upper CI Bound,Recommend Suppress,Not Relevant,Date,Domain Source
31-9099.01,Speech-Language Pathology Assistants,2.A.1.c,Writing,LV,Level,3.25,8,0.1637,2.9292,3.5708,N,N,08/2022,Analyst
31-9099.01,Speech-Language Pathology Assistants,2.A.1.d,Speaking,IM,Importance,3.75,8,0.1637,3.4292,4.0708,N,,08/2022,Analyst
31-9099.01,Speech-Language Pathology Assistants,2.A.1.d,Speaking,LV,Level,3.88,8,0.1250,3.6300,4.1200,N,N,08/2022,Analyst
31-9099.01,Speech-Language Pathology Assistants,2.A.1.e,Mathematics,IM,Importance,2.00,8,0.1890,1.6296,2.3704,N,,08/2022,Analyst
31-9099.01,Speech-Language Pathology Assistants,2.A.1.e,Mathematics,LV,Level,1.88,8,0.2950,1.2967,2.4533,N,N,08/2022,Analyst
31-9099.01,Speech-Language Pathology Assistants,2.A.1.f,Science,IM,Importance,2.00,8,0.0000,2.0000,2.0000,N,,08/2022,Analyst
31-9099.01,Speech-Language Pathology Assistants,2.A.1.f,Science,LV,Level,1.62,8,0.1830,1.2664,1.9836,N,N,08/2022,Analyst
31-9099.01,Speech-Language Pathology Assistants,2.A.2.a,Critical Thinking,IM,Importance,3.12,8,0.1250,2.8800,3.3700,N,,08/2022,Analyst
31-9099.01,Speech-Language Pathology Assistants,2.A.2.a,Critical Thinking,LV,Level,3.62,8,0.1830,3.2664,3.9836,N,N,08/2022,Analyst
31-9099.01,Speech-Language Pathology Assistants,2.A.2.b,Active Learning,IM,Importance,3.12,8,0.1250,2.8800,3.3700,N,,08/2022,Analyst
31-9099.01,Speech-Language Pathology Assistants,2.A.2.b,Active Learning,LV,Level,3.12,8,0.1250,2.8800,3.3700,N,N,08/2022,Analyst
31-9099.01,Speech-Language Pathology Assistants,2.A.2.c,Learning Strategies,IM,Importance,3.00,8,0.0000,3.0000,3.0000,N,,08/2022,Analyst
31-9099.01,Speech-Language Pathology Assistants,2.A.2.c,Learning Strategies,LV,Level,3.50,8,0.1890,3.1296,3.8704,N,N,08/2022,Analyst
31-9099.01,Speech-Language Pathology Assistants,2.A.2.d,Monitoring,IM,Importance,3.38,8,0.1830,3.0164,3.7336,N,,08/2022,Analyst
31-9099.01,Speech-Language Pathology Assistants,2.A.2.d,Monitoring,LV,Level,3.62,8,0.1830,3.2664,3.9836,N,N,08/2022,Analyst
31-9099.02,Endoscopy Technicians,2.A.1.a,Reading Comprehension,IM,Importance,3.62,8,0.1830,3.2664,3.9836,N,,08/2023,Analyst
31-9099.02,Endoscopy Technicians,2.A.1.a,Reading Comprehension,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2023,Analyst
31-9099.02,Endoscopy Technicians,2.A.1.b,Active Listening,IM,Importance,3.62,8,0.1830,3.2664,3.9836,N,,08/2023,Analyst
31-9099.02,Endoscopy Technicians,2.A.1.b,Active Listening,LV,Level,3.38,8,0.1830,3.0164,3.7336,N,N,08/2023,Analyst
31-9099.02,Endoscopy Technicians,2.A.1.c,Writing,IM,Importance,3.12,8,0.1250,2.8800,3.3700,N,,08/2023,Analyst
31-9099.02,Endoscopy Technicians,2.A.1.c,Writing,LV,Level,3.00,8,0.0000,3.0000,3.0000,N,N,08/2023,Analyst
31-9099.02,Endoscopy Technicians,2.A.1.d,Speaking,IM,Importance,3.12,8,0.2266,2.6809,3.5691,N,,08/2023,Analyst
31-9099.02,Endoscopy Technicians,2.A.1.d,Speaking,LV,Level,3.25,8,0.1637,2.9292,3.5708,N,N,08/2023,Analyst
31-9099.02,Endoscopy Technicians,2.A.1.e,Mathematics,IM,Importance,2.00,8,0.0000,2.0000,2.0000,N,,08/2023,Analyst
31-9099.02,Endoscopy Technicians,2.A.1.e,Mathematics,LV,Level,2.00,8,0.0000,2.0000,2.0000,N,N,08/2023,Analyst
31-9099.02,Endoscopy Technicians,2.A.1.f,Science,IM,Importance,1.75,8,0.1637,1.4292,2.0708,N,,08/2023,Analyst
31-9099.02,Endoscopy Technicians,2.A.1.f,Science,LV,Level,1.25,8,0.3134,0.6358,1.8642,N,N,08/2023,Analyst
31-9099.02,Endoscopy Technicians,2.A.2.a,Critical Thinking,IM,Importance,3.38,8,0.1830,3.0164,3.7336,N,,08/2023,Analyst
31-9099.02,Endoscopy Technicians,2.A.2.a,Critical Thinking,LV,Level,3.12,8,0.1250,2.8800,3.3700,N,N,08/2023,Analyst
31-9099.02,Endoscopy Technicians,2.A.2.b,Active Learning,IM,Importance,3.12,8,0.1250,2.8800,3.3700,N,,08/2023,Analyst
31-9099.02,Endoscopy Technicians,2.A.2.b,Active Learning,LV,Level,3.25,8,0.2500,2.7600,3.7400,N,N,08/2023,Analyst
31-9099.02,Endoscopy Technicians,2.A.2.c,Learning Strategies,IM,Importance,2.75,8,0.2500,2.2600,3.2400,N,,08/2023,Analyst
31-9099.02,Endoscopy Technicians,2.A.2.c,Learning Strategies,LV,Level,2.50,8,0.2673,1.9762,3.0238,N,N,08/2023,Analyst
31-9099.02,Endoscopy Technicians,2.A.2.d,Monitoring,IM,Importance,3.12,8,0.1250,2.8800,3.3700,N,,08/2023,Analyst
31-9099.02,Endoscopy Technicians,2.A.2.d,Monitoring,LV,Level,3.12,8,0.1250,2.8800,3.3700,N,N,08/2023,Analyst
33-1011.00,First-Line Supervisors of Correctional Officers,2.A.1.a,Reading Comprehension,IM,Importance,3.75,8,0.1637,3.4292,4.0708,N,,08/2020,Analyst
33-1011.00,First-Line Supervisors of Correctional Officers,2.A.1.a,Reading Comprehension,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2020,Analyst
33-1011.00,First-Line Supervisors of Correctional Officers,2.A.1.b,Active Listening,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2020,Analyst
33-1011.00,First-Line Supervisors of Correctional Officers,2.A.1.b,Active Listening,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2020,Analyst
33-1011.00,First-Line Supervisors of Correctional Officers,2.A.1.c,Writing,IM,Importance,3.50,8,0.1890,3.1296,3.8704,N,,08/2020,Analyst
33-1011.00,First-Line Supervisors of Correctional Officers,2.A.1.c,Writing,LV,Level,3.62,8,0.2631,3.1094,4.1406,N,N,08/2020,Analyst
33-1011.00,First-Line Supervisors of Correctional Officers,2.A.1.d,Speaking,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,08/2020,Analyst
33-1011.00,First-Line Supervisors of Correctional Officers,2.A.1.d,Speaking,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2020,Analyst
33-1011.00,First-Line Supervisors of Correctional Officers,2.A.1.e,Mathematics,IM,Importance,2.12,8,0.1250,1.8800,2.3700,N,,08/2020,Analyst
33-1011.00,First-Line Supervisors of Correctional Officers,2.A.1.e,Mathematics,LV,Level,2.00,8,0.0000,2.0000,2.0000,N,N,08/2020,Analyst
33-1011.00,First-Line Supervisors of Correctional Officers,2.A.1.f,Science,IM,Importance,1.50,8,0.1890,1.1296,1.8704,N,,08/2020,Analyst
33-1011.00,First-Line Supervisors of Correctional Officers,2.A.1.f,Science,LV,Level,0.50,8,0.1890,0.1296,0.8704,N,N,08/2020,Analyst
33-1011.00,First-Line Supervisors of Correctional Officers,2.A.2.a,Critical Thinking,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2020,Analyst
33-1011.00,First-Line Supervisors of Correctional Officers,2.A.2.a,Critical Thinking,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2020,Analyst
33-1011.00,First-Line Supervisors of Correctional Officers,2.A.2.b,Active Learning,IM,Importance,3.25,8,0.1637,2.9292,3.5708,N,,08/2020,Analyst
33-1011.00,First-Line Supervisors of Correctional Officers,2.A.2.b,Active Learning,LV,Level,3.25,8,0.1637,2.9292,3.5708,N,N,08/2020,Analyst
33-1011.00,First-Line Supervisors of Correctional Officers,2.A.2.c,Learning Strategies,IM,Importance,3.12,8,0.1250,2.8800,3.3700,N,,08/2020,Analyst
33-1011.00,First-Line Supervisors of Correctional Officers,2.A.2.c,Learning Strategies,LV,Level,3.12,8,0.1250,2.8800,3.3700,N,N,08/2020,Analyst
33-1011.00,First-Line Supervisors of Correctional Officers,2.A.2.d,Monitoring,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2020,Analyst
33-1011.00,First-Line Supervisors of Correctional Officers,2.A.2.d,Monitoring,LV,Level,4.25,8,0.1637,3.9292,4.5708,N,N,08/2020,Analyst
33-1012.00,First-Line Supervisors of Police and Detectives,2.A.1.a,Reading Comprehension,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2024,Analyst
33-1012.00,First-Line Supervisors of Police and Detectives,2.A.1.a,Reading Comprehension,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2024,Analyst
33-1012.00,First-Line Supervisors of Police and Detectives,2.A.1.b,Active Listening,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2024,Analyst
33-1012.00,First-Line Supervisors of Police and Detectives,2.A.1.b,Active Listening,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2024,Analyst
33-1012.00,First-Line Supervisors of Police and Detectives,2.A.1.c,Writing,IM,Importance,3.75,8,0.1637,3.4292,4.0708,N,,08/2024,Analyst
33-1012.00,First-Line Supervisors of Police and Detectives,2.A.1.c,Writing,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2024,Analyst
33-1012.00,First-Line Supervisors of Police and Detectives,2.A.1.d,Speaking,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2024,Analyst
33-1012.00,First-Line Supervisors of Police and Detectives,2.A.1.d,Speaking,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2024,Analyst
33-1012.00,First-Line Supervisors of Police and Detectives,2.A.1.e,Mathematics,IM,Importance,2.38,8,0.1830,2.0164,2.7336,N,,08/2024,Analyst
33-1012.00,First-Line Supervisors of Police and Detectives,2.A.1.e,Mathematics,LV,Level,2.50,8,0.1890,2.1296,2.8704,N,N,08/2024,Analyst
33-1012.00,First-Line Supervisors of Police and Detectives,2.A.1.f,Science,IM,Importance,1.50,8,0.1890,1.1296,1.8704,N,,08/2024,Analyst
33-1012.00,First-Line Supervisors of Police and Detectives,2.A.1.f,Science,LV,Level,0.50,8,0.1890,0.1296,0.8704,N,N,08/2024,Analyst
33-1012.00,First-Line Supervisors of Police and Detectives,2.A.2.a,Critical Thinking,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2024,Analyst
33-1012.00,First-Line Supervisors of Police and Detectives,2.A.2.a,Critical Thinking,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2024,Analyst
33-1012.00,First-Line Supervisors of Police and Detectives,2.A.2.b,Active Learning,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,08/2024,Analyst
33-1012.00,First-Line Supervisors of Police and Detectives,2.A.2.b,Active Learning,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2024,Analyst
33-1012.00,First-Line Supervisors of Police and Detectives,2.A.2.c,Learning Strategies,IM,Importance,3.75,8,0.1637,3.4292,4.0708,N,,08/2024,Analyst
33-1012.00,First-Line Supervisors of Police and Detectives,2.A.2.c,Learning Strategies,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2024,Analyst
33-1012.00,First-Line Supervisors of Police and Detectives,2.A.2.d,Monitoring,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2024,Analyst
33-1012.00,First-Line Supervisors of Police and Detectives,2.A.2.d,Monitoring,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2024,Analyst
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,2.A.1.a,Reading Comprehension,IM,Importance,3.75,8,0.1637,3.4292,4.0708,N,,08/2026,Analyst
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,2.A.1.a,Reading Comprehension,LV,Level,3.75,8,0.1637,3.4292,4.0708,N,N,08/2026,Analyst
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,2.A.1.b,Active Listening,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2026,Analyst
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,2.A.1.b,Active Listening,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2026,Analyst
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,2.A.1.c,Writing,IM,Importance,3.25,8,0.1637,2.9292,3.5708,N,,08/2026,Analyst
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,2.A.1.c,Writing,LV,Level,3.38,8,0.1830,3.0164,3.7336,N,N,08/2026,Analyst
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,2.A.1.d,Speaking,IM,Importance,3.88,8,0.2266,3.4309,4.3191,N,,08/2026,Analyst
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,2.A.1.d,Speaking,LV,Level,3.88,8,0.1250,3.6300,4.1200,N,N,08/2026,Analyst
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,2.A.1.e,Mathematics,IM,Importance,2.50,8,0.1890,2.1296,2.8704,N,,08/2026,Analyst
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,2.A.1.e,Mathematics,LV,Level,2.62,8,0.1830,2.2664,2.9836,N,N,08/2026,Analyst
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,2.A.1.f,Science,IM,Importance,1.88,8,0.1250,1.6300,2.1200,N,,08/2026,Analyst
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,2.A.1.f,Science,LV,Level,1.12,8,0.2266,0.6809,1.5691,N,N,08/2026,Analyst
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,2.A.2.a,Critical Thinking,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,08/2026,Analyst
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,2.A.2.a,Critical Thinking,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2026,Analyst
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,2.A.2.b,Active Learning,IM,Importance,3.25,8,0.1637,2.9292,3.5708,N,,08/2026,Analyst
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,2.A.2.b,Active Learning,LV,Level,3.25,8,0.1637,2.9292,3.5708,N,N,08/2026,Analyst
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,2.A.2.c,Learning Strategies,IM,Importance,3.25,8,0.1637,2.9292,3.5708,N,,08/2026,Analyst
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,2.A.2.c,Learning Strategies,LV,Level,3.62,8,0.1830,3.2664,3.9836,N,N,08/2026,Analyst
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,2.A.2.d,Monitoring,IM,Importance,3.75,8,0.1637,3.4292,4.0708,N,,08/2026,Analyst
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,2.A.2.d,Monitoring,LV,Level,3.75,8,0.1637,3.4292,4.0708,N,N,08/2026,Analyst
33-1091.00,First-Line Supervisors of Security Workers,2.A.1.a,Reading Comprehension,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,08/2025,Analyst
33-1091.00,First-Line Supervisors of Security Workers,2.A.1.a,Reading Comprehension,LV,Level,4.00,8,0.1890,3.6296,4.3704,N,N,08/2025,Analyst
33-1091.00,First-Line Supervisors of Security Workers,2.A.1.b,Active Listening,IM,Importance,4.00,8,0.1890,3.6296,4.3704,N,,08/2025,Analyst
33-1091.00,First-Line Supervisors of Security Workers,2.A.1.b,Active Listening,LV,Level,3.75,8,0.1637,3.4292,4.0708,N,N,08/2025,Analyst
33-1091.00,First-Line Supervisors of Security Workers,2.A.1.c,Writing,IM,Importance,3.62,8,0.1830,3.2664,3.9836,N,,08/2025,Analyst
33-1091.00,First-Line Supervisors of Security Workers,2.A.1.c,Writing,LV,Level,3.75,8,0.2500,3.2600,4.2400,N,N,08/2025,Analyst
33-1091.00,First-Line Supervisors of Security Workers,2.A.1.d,Speaking,IM,Importance,3.88,8,0.2266,3.4309,4.3191,N,,08/2025,Analyst
33-1091.00,First-Line Supervisors of Security Workers,2.A.1.d,Speaking,LV,Level,3.88,8,0.1250,3.6300,4.1200,N,N,08/2025,Analyst
33-1091.00,First-Line Supervisors of Security Workers,2.A.1.e,Mathematics,IM,Importance,2.00,8,0.1890,1.6296,2.3704,N,,08/2025,Analyst
33-1091.00,First-Line Supervisors of Security Workers,2.A.1.e,Mathematics,LV,Level,1.75,8,0.4119,0.9427,2.5573,N,N,08/2025,Analyst
33-1091.00,First-Line Supervisors of Security Workers,2.A.1.f,Science,IM,Importance,1.25,8,0.1637,1.0000,1.5708,N,,08/2025,Analyst
33-1091.00,First-Line Supervisors of Security Workers,2.A.1.f,Science,LV,Level,0.25,8,0.1637,0.0000,0.5708,N,Y,08/2025,Analyst
33-1091.00,First-Line Supervisors of Security Workers,2.A.2.a,Critical Thinking,IM,Importance,3.88,8,0.2950,3.2967,4.4533,N,,08/2025,Analyst
33-1091.00,First-Line Supervisors of Security Workers,2.A.2.a,Critical Thinking,LV,Level,3.88,8,0.2950,3.2967,4.4533,N,N,08/2025,Analyst
33-1091.00,First-Line Supervisors of Security Workers,2.A.2.b,Active Learning,IM,Importance,3.12,8,0.2266,2.6809,3.5691,N,,08/2025,Analyst
33-1091.00,First-Line Supervisors of Security Workers,2.A.2.b,Active Learning,LV,Level,3.00,8,0.3780,2.2592,3.7408,N,N,08/2025,Analyst
33-1091.00,First-Line Supervisors of Security Workers,2.A.2.c,Learning Strategies,IM,Importance,3.00,8,0.1890,2.6296,3.3704,N,,08/2025,Analyst
33-1091.00,First-Line Supervisors of Security Workers,2.A.2.c,Learning Strategies,LV,Level,3.50,8,0.2673,2.9762,4.0238,N,N,08/2025,Analyst
33-1091.00,First-Line Supervisors of Security Workers,2.A.2.d,Monitoring,IM,Importance,3.75,8,0.1637,3.4292,4.0708,N,,08/2025,Analyst
33-1091.00,First-Line Supervisors of Security Workers,2.A.2.d,Monitoring,LV,Level,3.88,8,0.2950,3.2967,4.4533,N,N,08/2025,Analyst
33-2011.00,Firefighters,2.A.1.a,Reading Comprehension,IM,Importance,3.00,8,0.0000,3.0000,3.0000,N,,08/2026,Analyst
33-2011.00,Firefighters,2.A.1.a,Reading Comprehension,LV,Level,3.12,8,0.1250,2.8800,3.3700,N,N,08/2026,Analyst
33-2011.00,Firefighters,2.A.1.b,Active Listening,IM,Importance,3.62,8,0.1830,3.2664,3.9836,N,,08/2026,Analyst
33-2011.00,Firefighters,2.A.1.b,Active Listening,LV,Level,3.25,8,0.1637,2.9292,3.5708,N,N,08/2026,Analyst
33-2011.00,Firefighters,2.A.1.c,Writing,IM,Importance,2.62,8,0.1830,2.2664,2.9836,N,,08/2026,Analyst
33-2011.00,Firefighters,2.A.1.c,Writing,LV,Level,3.12,8,0.1250,2.8800,3.3700,N,N,08/2026,Analyst
33-2011.00,Firefighters,2.A.1.d,Speaking,IM,Importance,3.50,8,0.1890,3.1296,3.8704,N,,08/2026,Analyst
33-2011.00,Firefighters,2.A.1.d,Speaking,LV,Level,3.12,8,0.1250,2.8800,3.3700,N,N,08/2026,Analyst
33-2011.00,Firefighters,2.A.1.e,Mathematics,IM,Importance,2.38,8,0.1830,2.0164,2.7336,N,,08/2026,Analyst
33-2011.00,Firefighters,2.A.1.e,Mathematics,LV,Level,2.62,8,0.2631,2.1094,3.1406,N,N,08/2026,Analyst
33-2011.00,Firefighters,2.A.1.f,Science,IM,Importance,2.00,8,0.0000,2.0000,2.0000,N,,08/2026,Analyst
33-2011.00,Firefighters,2.A.1.f,Science,LV,Level,2.12,8,0.1250,1.8800,2.3700,N,N,08/2026,Analyst
33-2011.00,Firefighters,2.A.2.a,Critical Thinking,IM,Importance,3.62,8,0.1830,3.2664,3.9836,N,,08/2026,Analyst
33-2011.00,Firefighters,2.A.2.a,Critical Thinking,LV,Level,3.75,8,0.1637,3.4292,4.0708,N,N,08/2026,Analyst
33-2011.00,Firefighters,2.A.2.b,Active Learning,IM,Importance,3.62,8,0.1830,3.2664,3.9836,N,,08/2026,Analyst
33-2011.00,Firefighters,2.A.2.b,Active Learning,LV,Level,3.12,8,0.1250,2.8800,3.3700,N,N,08/2026,Analyst
33-2011.00,Firefighters,2.A.2.c,Learning Strategies,IM,Importance,2.88,8,0.1250,2.6300,3.1200,N,,08/2026,Analyst
33-2011.00,Firefighters,2.A.2.c,Learning Strategies,LV,Level,3.00,8,0.0000,3.0000,3.0000,N,N,08/2026,Analyst
33-2011.00,Firefighters,2.A.2.d,Monitoring,IM,Importance,3.50,8,0.1890,3.1296,3.8704,N,,08/2026,Analyst
33-2011.00,Firefighters,2.A.2.d,Monitoring,LV,Level,3.50,8,0.1890,3.1296,3.8704,N,N,08/2026,Analyst
33-2021.00,Fire Inspectors and Investigators,2.A.1.a,Reading Comprehension,IM,Importance,3.38,8,0.1830,3.0164,3.7336,N,,08/2022,Analyst
33-2021.00,Fire Inspectors and Investigators,2.A.1.a,Reading Comprehension,LV,Level,3.62,8,0.1830,3.2664,3.9836,N,N,08/2022,Analyst
33-2021.00,Fire Inspectors and Investigators,2.A.1.b,Active Listening,IM,Importance,3.62,8,0.1830,3.2664,3.9836,N,,08/2022,Analyst
33-2021.00,Fire Inspectors and Investigators,2.A.1.b,Active Listening,LV,Level,3.62,8,0.2631,3.1094,4.1406,N,N,08/2022,Analyst
33-2021.00,Fire Inspectors and Investigators,2.A.1.c,Writing,IM,Importance,3.50,8,0.2673,2.9762,4.0238,N,,08/2022,Analyst
33-2021.00,Fire Inspectors and Investigators,2.A.1.c,Writing,LV,Level,3.62,8,0.2631,3.1094,4.1406,N,N,08/2022,Analyst
33-2021.00,Fire Inspectors and Investigators,2.A.1.d,Speaking,IM,Importance,3.50,8,0.1890,3.1296,3.8704,N,,08/2022,Analyst
33-2021.00,Fire Inspectors and Investigators,2.A.1.d,Speaking,LV,Level,3.88,8,0.2266,3.4309,4.3191,N,N,08/2022,Analyst
33-2021.00,Fire Inspectors and Investigators,2.A.1.e,Mathematics,IM,Importance,2.50,8,0.1890,2.1296,2.8704,N,,08/2022,Analyst
33-2021.00,Fire Inspectors and Investigators,2.A.1.e,Mathematics,LV,Level,2.75,8,0.1637,2.4292,3.0708,N,N,08/2022,Analyst
33-2021.00,Fire Inspectors and Investigators,2.A.1.f,Science,IM,Importance,1.88,8,0.3504,1.1883,2.5617,N,,08/2022,Analyst
33-2021.00,Fire Inspectors and Investigators,2.A.1.f,Science,LV,Level,1.50,8,0.5000,0.5200,2.4800,N,N,08/2022,Analyst
33-2021.00,Fire Inspectors and Investigators,2.A.2.a,Critical Thinking,IM,Importance,3.50,8,0.2673,2.9762,4.0238,N,,08/2022,Analyst
33-2021.00,Fire Inspectors and Investigators,2.A.2.a,Critical Thinking,LV,Level,3.75,8,0.2500,3.2600,4.2400,N,N,08/2022,Analyst
33-2021.00,Fire Inspectors and Investigators,2.A.2.b,Active Learning,IM,Importance,3.12,8,0.1250,2.8800,3.3700,N,,08/2022,Analyst
33-2021.00,Fire Inspectors and Investigators,2.A.2.b,Active Learning,LV,Level,3.12,8,0.2266,2.6809,3.5691,N,N,08/2022,Analyst
33-2021.00,Fire Inspectors and Investigators,2.A.2.c,Learning Strategies,IM,Importance,3.00,8,0.2673,2.4762,3.5238,N,,08/2022,Analyst
33-2021.00,Fire Inspectors and Investigators,2.A.2.c,Learning Strategies,LV,Level,3.12,8,0.2266,2.6809,3.5691,N,N,08/2022,Analyst
33-2021.00,Fire Inspectors and Investigators,2.A.2.d,Monitoring,IM,Importance,3.25,8,0.1637,2.9292,3.5708,N,,08/2022,Analyst
33-2021.00,Fire Inspectors and Investigators,2.A.2.d,Monitoring,LV,Level,3.38,8,0.3239,2.7402,4.0098,N,N,08/2022,Analyst
33-2022.00,Forest Fire Inspectors and Prevention Specialists,2.A.1.a,Reading Comprehension,IM,Importance,3.12,8,0.1250,2.8800,3.3700,N,,08/2019,Analyst
33-2022.00,Forest Fire Inspectors and Prevention Specialists,2.A.1.a,Reading Comprehension,LV,Level,3.38,8,0.1830,3.0164,3.7336,N,N,08/2019,Analyst
33-2022.00,Forest Fire Inspectors and Prevention Specialists,2.A.1.b,Active Listening,IM,Importance,3.62,8,0.2631,3.1094,4.1406,N,,08/2019,Analyst
33-2022.00,Forest Fire Inspectors and Prevention Specialists,2.A.1.b,Active Listening,LV,Level,3.25,8,0.1637,2.9292,3.5708,N,N,08/2019,Analyst
33-2022.00,Forest Fire Inspectors and Prevention Specialists,2.A.1.c,Writing,IM,Importance,3.12,8,0.1250,2.8800,3.3700,N,,08/2019,Analyst
33-2022.00,Forest Fire Inspectors and Prevention Specialists,2.A.1.c,Writing,LV,Level,3.00,8,0.0000,3.0000,3.0000,N,N,08/2019,Analyst
33-2022.00,Forest Fire Inspectors and Prevention Specialists,2.A.1.d,Speaking,IM,Importance,3.75,8,0.1637,3.4292,4.0708,N,,08/2019,Analyst
33-2022.00,Forest Fire Inspectors and Prevention Specialists,2.A.1.d,Speaking,LV,Level,3.38,8,0.1830,3.0164,3.7336,N,N,08/2019,Analyst
33-2022.00,Forest Fire Inspectors and Prevention Specialists,2.A.1.e,Mathematics,IM,Importance,2.12,8,0.1250,1.8800,2.3700,N,,08/2019,Analyst
33-2022.00,Forest Fire Inspectors and Prevention Specialists,2.A.1.e,Mathematics,LV,Level,2.38,8,0.1830,2.0164,2.7336,N,N,08/2019,Analyst
33-2022.00,Forest Fire Inspectors and Prevention Specialists,2.A.1.f,Science,IM,Importance,1.88,8,0.1250,1.6300,2.1200,N,,08/2019,Analyst
33-2022.00,Forest Fire Inspectors and Prevention Specialists,2.A.1.f,Science,LV,Level,1.75,8,0.2500,1.2600,2.2400,N,N,08/2019,Analyst
33-2022.00,Forest Fire Inspectors and Prevention Specialists,2.A.2.a,Critical Thinking,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2019,Analyst
33-2022.00,Forest Fire Inspectors and Prevention Specialists,2.A.2.a,Critical Thinking,LV,Level,3.88,8,0.1250,3.6300,4.1200,N,N,08/2019,Analyst
33-2022.00,Forest Fire Inspectors and Prevention Specialists,2.A.2.b,Active Learning,IM,Importance,3.00,8,0.0000,3.0000,3.0000,N,,08/2019,Analyst
33-2022.00,Forest Fire Inspectors and Prevention Specialists,2.A.2.b,Active Learning,LV,Level,3.25,8,0.1637,2.9292,3.5708,N,N,08/2019,Analyst
33-2022.00,Forest Fire Inspectors and Prevention Specialists,2.A.2.c,Learning Strategies,IM,Importance,3.12,8,0.2266,2.6809,3.5691,N,,08/2019,Analyst
33-2022.00,Forest Fire Inspectors and Prevention Specialists,2.A.2.c,Learning Strategies,LV,Level,3.12,8,0.2266,2.6809,3.5691,N,N,08/2019,Analyst
33-2022.00,Forest Fire Inspectors and Prevention Specialists,2.A.2.d,Monitoring,IM,Importance,3.38,8,0.1830,3.0164,3.7336,N,,08/2019,Analyst
33-2022.00,Forest Fire Inspectors and Prevention Specialists,2.A.2.d,Monitoring,LV,Level,3.38,8,0.2631,2.8594,3.8906,N,N,08/2019,Analyst
33-3011.00,Bailiffs,2.A.1.a,Reading Comprehension,IM,Importance,2.88,8,0.1250,2.6300,3.1200,N,,08/2020,Analyst
33-3011.00,Bailiffs,2.A.1.a,Reading Comprehension,LV,Level,2.88,8,0.1250,2.6300,3.1200,N,N,08/2020,Analyst
33-3011.00,Bailiffs,2.A.1.b,Active Listening,IM,Importance,3.25,8,0.1637,2.9292,3.5708,N,,08/2020,Analyst
